"고객번호","연령","직업","근무기간","결혼상태","부양가족수","외국인여부","주거상태","거주년수","휴대폰개인명의여부","자산","수표계좌","저축계좌","대출이력","대출목적","대출금액","당행대출건수","기타할부상환계획","거래개월수","공동대출보증인","가처분소득중할부상환금비율","신용상태"
"A0749",26,"전문직/사무직","1년~4년","싱글남",1,"예","자가",3,0,"자동차/기타","계좌없음","저축계좌없음","현재부채상환지연","중고차구입",6600000,1,"없음",21,"없음",1,"우량"
"A0750",33,"전문직/사무직","4년~7년","싱글남",1,"예","자가",2,0,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","중고차구입",3800000,1,"없음",15,"없음",2,"우량"
"A0751",49,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","자가",1,1,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","가구장비구입",500000,1,"은행",6,"없음",2,"우량"
"A0752",23,"비숙련거주자","1년미만","이혼/별거/기혼녀",1,"예","자가",2,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","신차구입",1200000,1,"없음",18,"없음",1,"불량"
"A0753",23,"비숙련거주자","4년~7년","이혼/별거/기혼녀",1,"예","임대",4,0,"실자산","50만원이하","100~500만원","현재부채상환지연","사업자금",1100000,1,"없음",12,"없음",2,"우량"
"A0754",25,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",2,0,"자동차/기타","계좌없음","100만원이하","부채없음","오디오/TV구입",7200000,2,"없음",30,"없음",4,"우량"
"A0755",55,"전문직/사무직","7년이상","싱글남",2,"예","영구임대",4,0,"모름/없음","계좌없음","1000만원이상","당은행부채상환완료","수리비용",1900000,2,"없음",12,"없음",4,"불량"
"A0756",32,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","임대",4,0,"모름/없음","마이너스","저축계좌없음","현재부채상환지연","신차구입",1600000,1,"없음",24,"없음",4,"불량"
"A0757",74,"무직/비숙련비거주자","1년~4년","싱글남",2,"아니오","자가",1,0,"실자산","50만원이상","100만원이하","부채없음","신차구입",1600000,3,"없음",6,"없음",1,"우량"
"A0758",39,"전문직/사무직","1년~4년","싱글남",1,"예","영구임대",4,1,"모름/없음","50만원이상","저축계좌없음","부채없음","오디오/TV구입",1600000,2,"없음",15,"없음",3,"불량"
"A0759",31,"전문직/사무직","1년~4년","싱글남",1,"예","자가",2,1,"실자산","계좌없음","100만원이하","현재부채상환지연","신차구입",1700000,1,"없음",24,"보증인있음",2,"우량"
"A0760",35,"전문직/사무직","7년이상","싱글남",1,"예","자가",3,0,"사회보장/생명보험","마이너스","100만원이하","부채없음","신차구입",900000,2,"없음",12,"없음",4,"불량"
"A0761",59,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","자가",4,1,"자동차/기타","계좌없음","저축계좌없음","부채없음","신차구입",6300000,1,"없음",15,"없음",1,"우량"
"A0762",24,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",4,0,"실자산","마이너스","100만원이하","부채없음","가구장비구입",2700000,2,"없음",18,"없음",4,"불량"
"A0763",24,"비숙련거주자","1년~4년","싱글남",1,"예","자가",3,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",2800000,1,"없음",12,"없음",4,"우량"
"A0764",30,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","영구임대",4,1,"모름/없음","계좌없음","저축계좌없음","부채없음","신차구입",15900000,1,"없음",21,"없음",4,"불량"
"A0765",27,"전문직/사무직","4년~7년","사별/기혼남",1,"예","자가",3,1,"사회보장/생명보험","계좌없음","100~500만원","부채없음","신차구입",3100000,2,"없음",24,"없음",4,"우량"
"A0766",40,"비숙련거주자","7년이상","사별/기혼남",1,"예","자가",3,0,"실자산","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",1400000,2,"은행",12,"보증인있음",3,"우량"
"A0767",31,"비숙련거주자","1년미만","이혼/별거남",1,"예","자가",4,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","가구장비구입",3900000,1,"없음",30,"없음",2,"불량"
"A0768",31,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",4,0,"실자산","계좌없음","저축계좌없음","현재부채상환지연","중고차구입",3600000,1,"없음",10,"없음",1,"우량"
"A0769",28,"전문직/사무직","7년이상","싱글남",1,"예","임대",4,1,"자동차/기타","50만원이하","100만원이하","부채없음","가구장비구입",4500000,3,"없음",12,"없음",1,"우량"
"A0770",63,"비숙련거주자","7년이상","싱글남",1,"예","자가",4,1,"실자산","계좌없음","100만원이하","부채없음","오디오/TV구입",2100000,2,"없음",12,"없음",2,"우량"
"A0771",26,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","임대",4,0,"실자산","마이너스","저축계좌없음","현재부채상환지연","중고차구입",3500000,1,"없음",24,"없음",2,"우량"
"A0772",25,"관리직/자영업/숙련직/공무원","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,1,"모름/없음","마이너스","100만원이하","부채없음","학자금",10100000,2,"없음",36,"없음",3,"불량"
"A0773",36,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","자가",4,1,"자동차/기타","계좌없음","100만원이하","부채없음","중고차구입",4100000,1,"없음",21,"없음",1,"우량"
"A0774",52,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"사회보장/생명보험","계좌없음","100~500만원","부채없음","오디오/TV구입",2800000,2,"은행",24,"없음",4,"우량"
"A0775",66,"무직/비숙련비거주자","미취업","싱글남",1,"예","영구임대",4,0,"모름/없음","50만원이상","500~1000만원","부채없음","신차구입",1900000,3,"은행",12,"없음",2,"우량"
"A0776",25,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",4,0,"실자산","마이너스","저축계좌없음","현재부채상환지연","신차구입",1700000,1,"없음",24,"없음",4,"불량"
"A0777",37,"전문직/사무직","4년~7년","싱글남",1,"예","자가",4,1,"자동차/기타","계좌없음","100만원이하","부채없음","신차구입",4400000,2,"없음",36,"없음",4,"우량"
"A0778",25,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",1,0,"실자산","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",4400000,1,"없음",18,"보증인있음",4,"우량"
"A0779",38,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","자가",2,1,"자동차/기타","계좌없음","1000만원이상","부채없음","중고차구입",7200000,2,"없음",36,"없음",4,"우량"
"A0780",67,"전문직/사무직","미취업","이혼/별거/기혼녀",1,"예","자가",4,1,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","수리비용",4800000,1,"없음",18,"없음",2,"우량"
"A0781",25,"전문직/사무직","4년~7년","싱글남",1,"예","자가",2,0,"실자산","50만원이하","100만원이하","부채없음","오디오/TV구입",6200000,2,"없음",39,"보증인있음",2,"불량"
"A0782",60,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,1,"실자산","계좌없음","1000만원이상","부채없음","신차구입",2400000,1,"없음",24,"없음",4,"우량"
"A0783",31,"비숙련거주자","1년~4년","싱글남",1,"예","자가",2,1,"실자산","50만원이하","100만원이하","타은행부채과다","재교육",1800000,1,"없음",12,"없음",2,"우량"
"A0784",23,"비숙련거주자","1년미만","이혼/별거/기혼녀",1,"예","자가",2,0,"사회보장/생명보험","50만원이하","100~500만원","현재부채상환지연","신차구입",1000000,1,"은행",12,"없음",4,"불량"
"A0785",60,"관리직/자영업/숙련직/공무원","미취업","이혼/별거남",1,"예","자가",4,1,"실자산","50만원이하","저축계좌없음","현재부채상환지연","중고차구입",8100000,1,"없음",20,"없음",1,"우량"
"A0786",35,"비숙련거주자","1년~4년","싱글남",1,"예","자가",2,1,"사회보장/생명보험","50만원이하","1000만원이상","현재부채상환지연","사업자금",2400000,1,"없음",18,"없음",4,"우량"
"A0787",40,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"자동차/기타","계좌없음","500~1000만원","현재부채상환지연","오디오/TV구입",3300000,1,"없음",22,"없음",3,"우량"
"A0788",38,"전문직/사무직","7년이상","싱글남",2,"예","자가",3,1,"자동차/기타","계좌없음","저축계좌없음","부채없음","중고차구입",3400000,2,"없음",48,"없음",4,"우량"
"A0789",50,"전문직/사무직","7년이상","싱글남",1,"예","영구임대",4,0,"모름/없음","50만원이하","100만원이하","당은행부채상환완료","학자금",7800000,1,"없음",48,"없음",4,"불량"
"A0790",27,"전문직/사무직","1년~4년","싱글남",1,"예","자가",3,1,"모름/없음","마이너스","100만원이하","부채없음","학자금",7500000,1,"은행",40,"없음",4,"불량"
"A0791",39,"전문직/사무직","7년이상","이혼/별거/기혼녀",2,"예","자가",4,0,"사회보장/생명보험","50만원이하","100만원이하","현재부채상환지연","사업자금",1500000,1,"없음",21,"없음",2,"불량"
"A0792",41,"관리직/자영업/숙련직/공무원","7년이상","싱글남",2,"예","자가",4,1,"자동차/기타","계좌없음","저축계좌없음","현재부채상환지연","중고차구입",7900000,1,"없음",24,"없음",3,"우량"
"A0793",27,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",2,0,"사회보장/생명보험","계좌없음","저축계좌없음","부채없음","가구장비구입",1500000,2,"없음",6,"없음",1,"우량"
"A0794",51,"전문직/사무직","7년이상","이혼/별거남",1,"예","영구임대",4,0,"모름/없음","50만원이상","100만원이하","현재부채상환지연","가구장비구입",3600000,1,"없음",24,"없음",3,"우량"
"A0795",32,"전문직/사무직","7년이상","싱글남",1,"예","임대",3,1,"모름/없음","계좌없음","500~1000만원","현재부채상환지연","가구장비구입",3800000,1,"없음",24,"없음",4,"우량"
"A0796",22,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",4,0,"사회보장/생명보험","계좌없음","100~500만원","현재부채상환지연","가구장비구입",2900000,1,"없음",9,"없음",2,"우량"
"A0797",51,"전문직/사무직","7년이상","싱글남",2,"예","영구임대",4,1,"사회보장/생명보험","마이너스","저축계좌없음","현재부채상환지연","중고차구입",9400000,1,"없음",18,"없음",1,"불량"
"A0798",22,"비숙련거주자","1년미만","이혼/별거/기혼녀",1,"예","임대",4,0,"사회보장/생명보험","계좌없음","100만원이하","부채없음","가구장비구입",1600000,2,"없음",12,"없음",2,"우량"
"A0799",54,"전문직/사무직","7년이상","사별/기혼남",1,"예","자가",4,1,"자동차/기타","계좌없음","저축계좌없음","당은행부채상환완료","신차구입",900000,2,"없음",24,"없음",4,"우량"
"A0800",35,"무직/비숙련비거주자","1년미만","싱글남",1,"예","자가",2,0,"실자산","50만원이하","저축계좌없음","현재부채상환지연","신차구입",1900000,1,"없음",9,"없음",4,"우량"
"A0801",54,"전문직/사무직","7년이상","싱글남",2,"예","영구임대",4,0,"모름/없음","계좌없음","100만원이하","부채없음","학자금",2000000,2,"없음",24,"없음",4,"우량"
"A0802",48,"비숙련거주자","7년이상","이혼/별거/기혼녀",1,"예","임대",4,1,"실자산","50만원이하","100만원이하","부채없음","오디오/TV구입",2200000,2,"은행",18,"보증인있음",3,"우량"
"A0803",24,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","자가",4,0,"사회보장/생명보험","마이너스","100만원이하","부채없음","가구장비구입",5300000,2,"없음",20,"없음",1,"우량"
"A0804",35,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"자동차/기타","계좌없음","저축계좌없음","부채없음","오디오/TV구입",1200000,2,"없음",12,"없음",4,"우량"
"A0805",24,"무직/비숙련비거주자","미취업","이혼/별거/기혼녀",1,"예","임대",2,0,"실자산","50만원이하","저축계좌없음","현재부채상환지연","신차구입",9400000,1,"없음",12,"없음",1,"우량"
"A0806",24,"전문직/사무직","4년~7년","싱글남",1,"예","자가",1,1,"자동차/기타","마이너스","100만원이하","현재부채상환지연","신차구입",11600000,1,"없음",36,"없음",2,"불량"
"A0807",26,"비숙련거주자","1년미만","사별/기혼남",1,"아니오","자가",3,0,"실자산","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",700000,1,"없음",6,"없음",3,"우량"
"A0808",65,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"실자산","계좌없음","저축계좌없음","부채없음","오디오/TV구입",1200000,4,"없음",12,"없음",4,"우량"
"A0809",55,"관리직/자영업/숙련직/공무원","미취업","싱글남",1,"예","영구임대",2,1,"모름/없음","50만원이하","100만원이하","과거연체이력","중고차구입",11600000,1,"은행",42,"없음",1,"우량"
"A0810",26,"무직/비숙련비거주자","1년미만","이혼/별거/기혼녀",1,"예","임대",1,0,"실자산","50만원이하","100만원이하","타은행부채과다","신차구입",2200000,2,"없음",15,"없음",2,"불량"
"A0811",26,"전문직/사무직","1년미만","사별/기혼남",1,"예","자가",2,1,"실자산","50만원이하","100만원이하","현재부채상환지연","사업자금",1100000,1,"없음",8,"없음",3,"우량"
"A0812",28,"비숙련거주자","4년~7년","사별/기혼남",1,"예","자가",3,0,"실자산","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",600000,1,"은행",6,"보증인있음",3,"우량"
"A0813",24,"전문직/사무직","4년~7년","싱글남",1,"예","자가",4,1,"자동차/기타","마이너스","100만원이하","부채없음","중고차구입",12100000,2,"없음",36,"없음",4,"불량"
"A0814",54,"전문직/사무직","1년~4년","싱글남",1,"예","자가",4,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","가전제품구입",3800000,1,"없음",48,"없음",3,"불량"
"A0815",46,"전문직/사무직","4년~7년","싱글남",2,"예","영구임대",4,0,"모름/없음","마이너스","100만원이하","현재부채상환지연","신차구입",4900000,1,"없음",48,"없음",4,"불량"
"A0816",54,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",2,0,"사회보장/생명보험","50만원이하","100만원이하","당은행부채상환완료","신차구입",9300000,1,"없음",36,"없음",2,"우량"
"A0817",62,"전문직/사무직","1년~4년","이혼/별거남",1,"예","자가",4,0,"실자산","계좌없음","500~1000만원","현재부채상환지연","가전제품구입",1700000,1,"없음",6,"없음",1,"우량"
"A0818",24,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","임대",2,1,"자동차/기타","계좌없음","100만원이하","부채없음","오디오/TV구입",1900000,2,"없음",6,"없음",1,"우량"
"A0819",43,"관리직/자영업/숙련직/공무원","미취업","이혼/별거남",1,"예","자가",3,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","기타",19900000,1,"없음",36,"공동대출자있음",2,"우량"
"A0820",26,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",3,0,"실자산","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",1700000,1,"은행",18,"없음",4,"불량"
"A0821",27,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",2,1,"실자산","계좌없음","100만원이하","현재부채상환지연","신차구입",1400000,2,"없음",12,"없음",3,"우량"
"A0822",24,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",1,0,"자동차/기타","50만원이상","100만원이하","현재부채상환지연","오디오/TV구입",3800000,1,"없음",12,"없음",3,"우량"
"A0823",41,"전문직/사무직","7년이상","싱글남",2,"예","자가",2,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","가구장비구입",3400000,1,"은행",36,"없음",2,"불량"
"A0824",47,"비숙련거주자","7년이상","싱글남",1,"예","자가",4,0,"실자산","마이너스","100만원이하","부채없음","신차구입",900000,2,"없음",8,"없음",4,"우량"
"A0825",35,"관리직/자영업/숙련직/공무원","1년미만","이혼/별거남",1,"예","자가",2,1,"자동차/기타","계좌없음","100만원이하","부채없음","가구장비구입",4700000,2,"없음",18,"없음",3,"우량"
"A0826",30,"전문직/사무직","7년이상","사별/기혼남",1,"예","자가",3,1,"자동차/기타","마이너스","100만원이하","부채없음","신차구입",2000000,2,"없음",21,"없음",4,"우량"
"A0827",33,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","임대",4,1,"실자산","마이너스","100만원이하","부채없음","신차구입",5000000,3,"은행",18,"없음",1,"불량"
"A0828",36,"전문직/사무직","1년~4년","싱글남",2,"예","자가",2,0,"자동차/기타","계좌없음","100만원이하","타은행부채과다","사업자금",5200000,2,"점포",18,"없음",2,"불량"
"A0829",47,"전문직/사무직","7년이상","싱글남",1,"예","영구임대",4,0,"모름/없음","마이너스","저축계좌없음","현재부채상환지연","중고차구입",10400000,1,"없음",36,"없음",3,"불량"
"A0830",38,"전문직/사무직","1년~4년","싱글남",2,"예","영구임대",4,1,"모름/없음","50만원이하","저축계좌없음","당은행부채상환완료","사업자금",8400000,1,"없음",48,"없음",4,"우량"
"A0831",44,"전문직/사무직","1년~4년","싱글남",2,"예","자가",2,1,"자동차/기타","계좌없음","500~1000만원","당은행부채상환완료","사업자금",3000000,2,"없음",24,"없음",4,"우량"
"A0832",23,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",3,1,"자동차/기타","마이너스","100만원이하","현재부채상환지연","신차구입",1500000,1,"없음",18,"없음",4,"불량"
"A0833",29,"전문직/사무직","7년이상","싱글남",1,"예","임대",4,0,"자동차/기타","마이너스","100만원이하","타은행부채과다","사업자금",14800000,2,"없음",45,"없음",2,"불량"
"A0834",42,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","자가",4,1,"자동차/기타","50만원이하","저축계좌없음","현재부채상환지연","오디오/TV구입",6400000,1,"없음",24,"없음",2,"우량"
"A0835",25,"비숙련거주자","1년미만","이혼/별거/기혼녀",1,"예","자가",3,0,"실자산","50만원이상","100만원이하","현재부채상환지연","오디오/TV구입",2900000,1,"없음",15,"없음",2,"불량"
"A0836",48,"전문직/사무직","1년~4년","싱글남",1,"예","자가",4,0,"자동차/기타","마이너스","100만원이하","타은행부채과다","신차구입",1400000,2,"은행",12,"없음",4,"불량"
"A0837",21,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,0,"자동차/기타","계좌없음","저축계좌없음","현재부채상환지연","오디오/TV구입",1100000,1,"없음",12,"없음",4,"우량"
"A0838",23,"비숙련거주자","1년미만","이혼/별거/기혼녀",2,"예","임대",3,0,"실자산","계좌없음","100만원이하","현재부채상환지연","가구장비구입",800000,1,"없음",4,"없음",1,"우량"
"A0839",63,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,1,"사회보장/생명보험","마이너스","100만원이하","부채없음","중고차구입",3700000,2,"없음",24,"없음",4,"우량"
"A0840",46,"전문직/사무직","7년이상","사별/기혼남",1,"예","자가",3,0,"실자산","계좌없음","100만원이하","부채없음","오디오/TV구입",3300000,2,"없음",24,"공동대출자있음",4,"우량"
"A0841",29,"전문직/사무직","4년~7년","싱글남",1,"예","자가",2,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","가구장비구입",6500000,1,"없음",36,"없음",4,"불량"
"A0842",28,"비숙련거주자","1년~4년","싱글남",1,"예","자가",2,0,"실자산","계좌없음","100만원이하","당은행부채상환완료","중고차구입",3700000,2,"점포",21,"없음",3,"우량"
"A0843",23,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",4,0,"실자산","계좌없음","100만원이하","현재부채상환지연","수리비용",2400000,1,"없음",18,"없음",4,"불량"
"A0844",50,"전문직/사무직","4년~7년","싱글남",1,"예","자가",4,1,"자동차/기타","계좌없음","100만원이하","과거연체이력","사업자금",2000000,1,"은행",24,"없음",4,"우량"
"A0845",47,"전문직/사무직","7년이상","싱글남",2,"예","자가",4,1,"사회보장/생명보험","계좌없음","100만원이하","현재부채상환지연","가구장비구입",4300000,3,"은행",18,"없음",4,"우량"
"A0846",35,"전문직/사무직","4년~7년","싱글남",1,"예","자가",3,1,"자동차/기타","50만원이하","저축계좌없음","현재부채상환지연","가구장비구입",5000000,1,"없음",21,"없음",2,"우량"
"A0847",68,"전문직/사무직","1년~4년","싱글남",1,"예","임대",4,0,"자동차/기타","계좌없음","저축계좌없음","현재부채상환지연","신차구입",8500000,2,"없음",18,"없음",2,"불량"
"A0848",28,"전문직/사무직","1년미만","사별/기혼남",1,"예","자가",2,0,"실자산","계좌없음","100만원이하","현재부채상환지연","신차구입",1600000,1,"없음",24,"없음",4,"우량"
"A0849",59,"전문직/사무직","4년~7년","싱글남",1,"예","자가",4,0,"실자산","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",1700000,1,"없음",9,"없음",3,"우량"
"A0850",57,"비숙련거주자","7년이상","싱글남",1,"예","자가",4,0,"실자산","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",900000,1,"점포",12,"없음",4,"불량"
"A0851",33,"전문직/사무직","1년~4년","사별/기혼남",1,"아니오","임대",2,0,"사회보장/생명보험","마이너스","100만원이하","부채없음","신차구입",2800000,2,"은행",20,"보증인있음",4,"불량"
"A0852",43,"전문직/사무직","4년~7년","싱글남",1,"예","자가",4,1,"사회보장/생명보험","계좌없음","저축계좌없음","부채없음","중고차구입",5100000,2,"없음",24,"없음",3,"우량"
"A0853",35,"전문직/사무직","1년~4년","싱글남",1,"예","영구임대",4,1,"모름/없음","계좌없음","100만원이하","부채없음","오디오/TV구입",1800000,2,"없음",15,"없음",4,"우량"
"A0854",32,"비숙련거주자","4년~7년","싱글남",2,"예","영구임대",4,0,"모름/없음","마이너스","100만원이하","과거연체이력","신차구입",1800000,2,"없음",18,"없음",4,"불량"
"A0855",45,"전문직/사무직","7년이상","싱글남",2,"예","자가",2,1,"자동차/기타","계좌없음","100만원이하","당은행부채상환완료","신차구입",13600000,2,"없음",36,"없음",2,"우량"
"A0856",33,"전문직/사무직","1년미만","사별/기혼남",1,"예","자가",3,1,"실자산","계좌없음","100~500만원","현재부채상환지연","신차구입",1800000,1,"없음",24,"없음",4,"우량"
"A0857",40,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",3,1,"사회보장/생명보험","계좌없음","저축계좌없음","현재부채상환지연","재교육",1100000,1,"없음",10,"없음",4,"우량"
"A0858",28,"전문직/사무직","1년~4년","싱글남",1,"예","영구임대",2,1,"모름/없음","계좌없음","100만원이하","부채없음","가구장비구입",4200000,1,"없음",15,"없음",4,"우량"
"A0859",29,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,1,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","신차구입",5000000,1,"없음",15,"없음",3,"불량"
"A0860",26,"전문직/사무직","1년~4년","싱글남",2,"아니오","임대",2,0,"실자산","계좌없음","100~500만원","현재부채상환지연","신차구입",4500000,1,"없음",9,"보증인있음",1,"우량"
"A0861",27,"전문직/사무직","1년~4년","싱글남",1,"예","자가",2,0,"실자산","계좌없음","1000만원이상","부채없음","중고차구입",7300000,2,"없음",24,"없음",4,"우량"
"A0862",28,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",2,1,"자동차/기타","계좌없음","100만원이하","당은행부채상환완료","사업자금",2700000,1,"없음",18,"없음",4,"불량"
"A0863",35,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",4,1,"실자산","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",3100000,1,"없음",24,"없음",4,"불량"
"A0864",32,"비숙련거주자","1년미만","싱글남",2,"예","자가",2,1,"실자산","계좌없음","1000만원이상","부채없음","가구장비구입",5700000,2,"점포",27,"없음",4,"우량"
"A0865",25,"비숙련거주자","1년~4년","싱글남",1,"예","임대",2,0,"실자산","계좌없음","100만원이하","현재부채상환지연","가구장비구입",2800000,1,"은행",10,"없음",2,"불량"
"A0866",20,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",4,0,"자동차/기타","계좌없음","500~1000만원","현재부채상환지연","가구장비구입",2800000,1,"없음",15,"없음",2,"우량"
"A0867",27,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",1,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",3000000,1,"점포",18,"없음",4,"우량"
"A0868",42,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"사회보장/생명보험","계좌없음","100만원이하","부채없음","가구장비구입",4200000,1,"점포",12,"없음",2,"우량"
"A0869",37,"전문직/사무직","7년이상","싱글남",1,"예","자가",2,0,"사회보장/생명보험","계좌없음","저축계좌없음","현재부채상환지연","사업자금",9300000,2,"없음",36,"없음",3,"우량"
"A0870",24,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","임대",4,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","가구장비구입",800000,1,"없음",12,"없음",4,"우량"
"A0871",40,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",4,1,"자동차/기타","계좌없음","500~1000만원","당은행부채상환완료","가구장비구입",9600000,2,"없음",36,"없음",2,"우량"
"A0872",46,"전문직/사무직","7년이상","싱글남",2,"아니오","자가",4,0,"실자산","50만원이상","100만원이하","부채없음","신차구입",1700000,2,"없음",6,"없음",1,"우량"
"A0873",26,"전문직/사무직","4년~7년","싱글남",1,"예","자가",1,1,"실자산","마이너스","100~500만원","부채없음","사업자금",1700000,2,"없음",24,"없음",4,"우량"
"A0874",24,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",1,0,"실자산","계좌없음","저축계좌없음","현재부채상환지연","가전제품구입",1100000,1,"없음",15,"없음",4,"우량"
"A0875",29,"비숙련거주자","1년~4년","싱글남",2,"예","자가",2,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","가구장비구입",4500000,1,"없음",12,"공동대출자있음",2,"우량"
"A0876",40,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",4,0,"자동차/기타","50만원이하","1000만원이상","부채없음","신차구입",1700000,2,"없음",11,"없음",4,"우량"
"A0877",36,"관리직/자영업/숙련직/공무원","1년미만","싱글남",1,"예","영구임대",4,1,"모름/없음","마이너스","100만원이하","과거연체이력","오디오/TV구입",2400000,1,"은행",18,"공동대출자있음",3,"우량"
"A0878",28,"전문직/사무직","7년이상","싱글남",1,"예","자가",2,0,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",4500000,1,"없음",36,"없음",4,"우량"
"A0879",27,"관리직/자영업/숙련직/공무원","1년미만","싱글남",1,"예","영구임대",2,1,"모름/없음","마이너스","100만원이하","현재부채상환지연","신차구입",1800000,1,"없음",9,"없음",3,"불량"
"A0880",36,"전문직/사무직","4년~7년","싱글남",1,"예","자가",3,0,"사회보장/생명보험","계좌없음","저축계좌없음","부채없음","오디오/TV구입",8400000,2,"없음",30,"없음",2,"우량"
"A0881",38,"관리직/자영업/숙련직/공무원","4년~7년","싱글남",1,"예","자가",3,1,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","중고차구입",9800000,1,"없음",24,"없음",3,"우량"
"A0882",48,"전문직/사무직","1년~4년","이혼/별거남",1,"예","영구임대",4,1,"모름/없음","계좌없음","저축계좌없음","현재부채상환지연","중고차구입",11600000,1,"없음",24,"없음",2,"우량"
"A0883",36,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"실자산","50만원이하","저축계좌없음","부채없음","신차구입",2700000,2,"없음",30,"없음",4,"우량"
"A0884",65,"무직/비숙련비거주자","미취업","이혼/별거/기혼녀",1,"예","자가",4,0,"자동차/기타","계좌없음","100만원이하","부채없음","오디오/TV구입",1400000,2,"없음",18,"없음",4,"우량"
"A0885",43,"전문직/사무직","4년~7년","이혼/별거남",1,"예","자가",3,1,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","가구장비구입",5100000,1,"없음",24,"없음",3,"불량"
"A0886",53,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",4,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","학자금",1000000,1,"없음",12,"없음",4,"불량"
"A0887",34,"전문직/사무직","4년~7년","싱글남",2,"예","자가",3,1,"모름/없음","50만원이하","저축계좌없음","부채없음","사업자금",3500000,2,"없음",24,"없음",4,"우량"
